Title_name,Title_list1_Image,Title_list1_cal,Title_list1_carbs,Title_list1_Fats,Title_list1_Prot,Title_list1_Sugar
"Beef tenderloin
Separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,57,0 g,2.4 g,8.2 g,0 g
"Beef chuck
Arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,61,0 g,2.1 g,9.8 g,0 g
"Beef round
Top round, separable lean only, trimmed to 1/8"" fat, all grades, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,38,0 g,1.2 g,6.5 g,0 g
"Beef top sirloin
Separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,50,0 g,1.7 g,8.3 g,0 g
"Beef short loin
Top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,57,0 g,2.4 g,8.3 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,55,0 g,2.2 g,8.4 g,0 g
"Beef brisket
Flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,1207,0.5 g,96.1 g,78.6 g,0 g
"Beef brisket
Flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,1219,0 g,79.6 g,117.2 g,0 g
"Nutz over chocolate
Formulated bar, luna bar",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,193,25.2 g,5.9 g,10.0 g,2.1 g
"Zone perfect classic crunch bar
Formulated bar, mixed flavors",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,422,45 g,14 g,30 g,2 g
"Healthy request new england clam chowder
Campbell soup company, campbell's chunky soups",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,130,20.0 g,3.0 g,5.0 g,2.0 g
"Rigatoni & meatballs soup
Campbell soup company, campbell's chunky soups",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,221,24.0 g,8.0 g,13.0 g,5.9 g
"Turkey pot pie soup
Campbell soup company, campbell's chunky soups",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,201,21.0 g,8.0 g,11.0 g,3.9 g
"Harvest tomato with basil soup
Campbell soup company, campbell's select soup",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,110,23.0 g,1.0 g,2.0 g,2.0 g
"Creamy tomato parmesan
Campbell soup company, campbell's select gold label soups",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,201,25.0 g,9.0 g,5.0 g,3.9 g
"Organic tomato juice
Campbell soup company",https://images.eatthismuch.com/images/food_icons_v3/tomato.png,51,10.0 g,0 g,2.0 g,1.9 g
"Beluga meat
Whale, dried (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,327,0 g,5.3 g,69.9 g,0 g
"Beluga eyes (alaska native)
Whale",https://images.eatthismuch.com/images/food_icons_v3/bento.png,291,0 g,23.3 g,19.6 g,0 g
"Beluga meat
Whale, raw (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,111,0 g,0.5 g,26.5 g,0 g
"Fireweed
Young leaves, raw (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,44,6.3 g,0.8 g,3 g,6 g
"Moose liver
Braised (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,155,3.4 g,4.9 g,24.4 g,0 g
"Mouse nuts roots
(alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,81,16.1 g,0.1 g,3.9 g,0 g
"Octopus
(alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,56,0 g,0.8 g,12.3 g,0 g
"Seal meat
Bearded (oogruk), dried (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,351,0 g,2.3 g,82.6 g,0 g
"Seal oil
Bearded, (oogruk) (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,899,0 g,99.6 g,0.6 g,0 g
"Oopah
(tunicate), whole animal (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,67,0 g,2.2 g,11.7 g,0 g
"Horned owl flesh
Raw (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,136,0 g,5 g,22.7 g,0 g
"Sourdock
Young leaves (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,42,6.5 g,0.7 g,2.3 g,0 g
"Ground squirrel meat
(alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,111,0 g,3.8 g,19.3 g,0 g
"Tundra tea
Herb and laborador combination (alaska native)",https://images.eatthismuch.com/images/food_icons_v3/bento.png,1,0.2 g,0 g,0 g,0 g
"Beef and pork bologna
Low fat",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,317,3.6 g,26.6 g,15.9 g,0 g
"Milky way midnight bar
Candies, mars snackfood us",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,222,35.6 g,8.8 g,1.6 g,1.5 g
"Granola bar with coconut
Snacks, chocolate coated",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,151,15.6 g,9.1 g,1.5 g,1.8 g
"Nougat with almonds
Candies",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,56,12.9 g,0.2 g,0.5 g,0.5 g
"Cherry pie fillings
Low calorie",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,140,31.6 g,0.4 g,2.2 g,3.2 g
"Japanese style cabbage
Fresh, pickled",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,45,8.5 g,0.2 g,2.4 g,4.7 g
"Saccharin
Sweeteners, tabletop",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,4,0.9 g,0 g,0.0 g,0 g
"Alpen
Cereals, ready-to-eat",https://images.eatthismuch.com/thmb/5743_mpotskabo_cc1736ea-ee21-4de4-b76e-fdf2c17f8729.jpg,398,85.5 g,3.7 g,12.7 g,10.3 g
"Dove
Cooked (includes squab)",https://images.eatthismuch.com/images/food_icons_v3/chicken.png,298,0 g,18.2 g,33.5 g,0 g
"Cured ham
Pork, boneless, low sodium, extra lean (approximately 5% fat), roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,145,1.5 g,5.5 g,20.9 g,0 g
"Turkey wing
Smoked, cooked, with skin, bone removed",https://images.eatthismuch.com/images/food_icons_v3/chicken.png,42,0 g,2.4 g,5.2 g,0 g
"Grapes
Thompson seedless, water pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/grape.png,98,25.2 g,0.3 g,1.2 g,1.5 g
"Jujube
Dried",https://images.eatthismuch.com/images/food_icons_v3/apple.png,287,73.6 g,1.1 g,3.7 g,0 g
"Longans
Dried",https://images.eatthismuch.com/images/food_icons_v3/apple.png,286,74 g,0.4 g,4.9 g,0 g
"Mammy-apple
(mamey), raw",https://images.eatthismuch.com/images/food_icons_v3/apple.png,431,105.8 g,4.2 g,4.2 g,25.4 g
"Tangerine juice
raw",https://images.eatthismuch.com/images/food_icons_v3/apple.png,106,24.9 g,0.5 g,1.2 g,0.5 g
"Tangerine juice
frozen concentrate, sweetened, undiluted",https://images.eatthismuch.com/images/food_icons_v3/apple.png,345,83.1 g,0.8 g,3.2 g,1.3 g
"Dehydrated peaches
(low-moisture), sulfured, uncooked",https://images.eatthismuch.com/images/food_icons_v3/apple.png,377,96.5 g,1.2 g,5.7 g,0 g
"Dried peaches
Sulfured, stewed, with added sugar",https://images.eatthismuch.com/images/food_icons_v3/apple.png,278,71.8 g,0.6 g,2.9 g,6.5 g
"Peach nectar
Canned, without added ascorbic acid",https://images.eatthismuch.com/images/food_icons_v3/apple.png,134,34.7 g,0.0 g,0.7 g,1.5 g
"Pears
Dried, sulfured, stewed, with added sugar",https://images.eatthismuch.com/images/food_icons_v3/pear.png,392,104.0 g,0.8 g,2.4 g,16.2 g
"Pineapple
Canned, light syrup pack, solids and liquids",https://images.eatthismuch.com/thmb/1516_erin_m_3229186c-daf4-4ed9-a7e7-fd8b297e7555.png,131,33.9 g,0.3 g,0.9 g,2.0 g
"Pineapple
Canned, extra heavy syrup pack, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/apple.png,216,55.9 g,0.3 g,0.9 g,2.1 g
"Pork leg (ham), whole
Fresh, separable lean only, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,39,0 g,1.5 g,5.8 g,0 g
"Pork loin, whole
Fresh, separable lean only, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,179,0 g,8.3 g,24.3 g,0 g
"Pork loin, blade (roasts)
Fresh, bone-in, separable lean and fat, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,72,0 g,4.7 g,6.9 g,0 g
"Pork loin, sirloin (chops)
Fresh, bone-in, separable lean only, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,148,0 g,4.6 g,24.9 g,0 g
"Pork shoulder, whole
Fresh, separable lean only, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,42,0 g,2.0 g,5.5 g,0 g
"Pork shoulder, arm picnic
Fresh, separable lean only, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,165,0 g,7.5 g,22.7 g,0 g
"Pork shoulder, blade
Fresh, boston (steaks), separable lean only, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,334,0 g,18.4 g,39.3 g,0 g
"Pork brain
Fresh, variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,117,0 g,8.1 g,10.3 g,0 g
"Pork lungs
Fresh, variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,386,0 g,12.3 g,63.9 g,0 g
"Pork feet
Cured, pickled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,40,0.0 g,2.8 g,3.3 g,0 g
"Cured ham, boneless
Pork, extra lean (approximately 5% fat), roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,41,0.4 g,1.6 g,5.9 g,0 g
"Cured ham, regular (approximately 13% fat)
Pork, canned, unheated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,266,0.0 g,18.2 g,23.8 g,0 g
"Cured ham, whole
Pork, separable lean only, unheated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,206,0.1 g,8.0 g,31.2 g,0 g
"Pork shoulder
Cured, blade roll, separable lean and fat, unheated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,304,0 g,24.8 g,18.6 g,0 g
"Pork center rib (chops)
Fresh, loin, boneless, separable lean only, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,184,0 g,8.5 g,25.0 g,0 g
"Pork center rib (roasts)
Fresh, loin, boneless, separable lean only, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,182,0 g,8.6 g,24.5 g,0 g
"Pork country-style ribs
Fresh, loin, separable lean and fat, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,235,0 g,15.2 g,22.8 g,0 g
"Pork country-style ribs
Fresh, loin, separable lean only, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,193,0 g,9.7 g,24.8 g,0 g
"Pork sirloin (chops)
Fresh, loin, boneless, separable lean and fat, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,145,0 g,4.6 g,24.1 g,0 g
"Pork sirloin (chops)
Fresh, loin, boneless, separable lean and fat, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,145,0 g,4.7 g,24.0 g,0 g
"Pork shank
Cured, ham, bone-in, separable lean only, unheated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,35,0.1 g,0.9 g,6.7 g,0 g
"Amaranth leaves
Raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,6,1.1 g,0.1 g,0.7 g,0 g
"Balsam-pear
(bitter gourd), pods, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,21,4.6 g,0.2 g,1.2 g,3.5 g
"Cowpeas (blackeyes)
Immature seeds, raw",https://images.eatthismuch.com/thmb/1959_kelshid_b7346c80-4cc8-4893-918c-0ab53b757851.png,131,27.3 g,0.5 g,4.3 g,7.3 g
"Cowpeas (blackeyes)
Immature seeds, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,160,33.5 g,0.6 g,5.2 g,8.3 g
"Cowpeas
Young pods with seeds, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,41,8.9 g,0.3 g,3.1 g,3.1 g
"Jute
Potherb, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,10,1.6 g,0.1 g,1.3 g,0 g
"Turnips
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,51,11.6 g,0.2 g,1.6 g,4.6 g
"Yardlong bean
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,49,9.5 g,0.1 g,2.6 g,0 g
"Sesbania flower
Cooked, steamed, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,22,5.3 g,0.1 g,1.2 g,0 g
"Fireweed
Leaves, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,24,4.4 g,0.6 g,1.1 g,2.4 g
"Fungi
Cloud ears, dried",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,80,20.4 g,0.2 g,2.6 g,19.6 g
"Wasabi
Root, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,184,39.8 g,1.1 g,8.1 g,13.2 g
"Beef, retail cuts
Separable fat, cooked",https://images.eatthismuch.com/images/food_icons_v3/steak.png,193,0 g,19.9 g,3.0 g,0 g
"Beef, brisket
Flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,221,0 g,9.2 g,32.2 g,0 g
"Beef spleen
Variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,447,0 g,12.9 g,77.3 g,0 g
"Beef thymus
Variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,271,0 g,21.2 g,18.6 g,0 g
"Beef brisket
Flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,212,0 g,8.1 g,32.6 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,281,0 g,21.7 g,20.0 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,242,0 g,16.8 g,21.2 g,0 g
"Beef round
Bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,396,0 g,14.2 g,62.9 g,0 g
"Beef round
Bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,190,0 g,7.7 g,28.1 g,0 g
"Beef round
Bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,52,0 g,2.2 g,7.7 g,0 g
"Beef round
Top round, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,169,0 g,4.3 g,30.7 g,0 g
"Beef short loin
Top loin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,284,0 g,10.1 g,45.0 g,0 g
"Beef top sirloin
Separable lean only, trimmed to 0"" fat, choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,53,0 g,1.9 g,8.6 g,0 g
"Beef top sirloin
Separable lean only, trimmed to 0"" fat, select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,150,0 g,4.3 g,26.2 g,0 g
"Beef short loin
Porterhouse steak, separable lean and fat, trimmed to 0"" fat, usda choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,241,0 g,17.1 g,20.1 g,0 g
"Beef short loin
T-bone steak, separable lean and fat, trimmed to 0"" fat, usda select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,196,0 g,11.9 g,20.7 g,0 g
"Beef short loin
T-bone steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,161,0 g,7.4 g,22.1 g,0 g
"Beef short loin
T-bone steak, separable lean only, trimmed to 0"" fat, usda select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,150,0 g,6.3 g,22.1 g,0 g
"Beef brisket
Flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,198,0 g,5.9 g,33.9 g,0 g
"Beef rib
Whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,87,0 g,7.4 g,4.7 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,287,0 g,23.1 g,18.3 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",https://images.eatthismuch.com/thmb/2932_rivemariana_9a040f78-f3fe-4095-9321-c8258eeaecb0.jpg,104,0 g,9.4 g,4.5 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,343,0 g,29.7 g,17.6 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,301,0 g,23.7 g,20.5 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,349,0 g,29.9 g,18.8 g,0 g
"Beef round
Full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,200,0 g,11.0 g,23.4 g,0 g
"Beef round
Full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,52,0 g,3.0 g,5.8 g,0 g
"Beef round
Full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,185,0 g,9.4 g,23.4 g,0 g
"Beef round
Bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,185,0 g,9.9 g,22.4 g,0 g
"Beef round
Eye of round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,49,0 g,2.5 g,6.1 g,0 g
"Beef round
Tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,56,0 g,3.6 g,5.5 g,0 g
"Beef round
Top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",https://images.eatthismuch.com/images/food_icons_v3/steak.png,226,0 g,11.8 g,28.0 g,0 g
"Beef short loin
T-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,65,0 g,4.5 g,5.7 g,0 g
"Beef short loin
Top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,236,0 g,15.7 g,22.2 g,0 g
"Beef short loin
Top loin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,638,0 g,50.3 g,43.1 g,0 g
"Beef tenderloin
Separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,278,0 g,17.8 g,27.5 g,0 g
"Lamb leg
Domestic, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,65,0 g,4.8 g,5.1 g,0 g
"Lamb leg
Domestic, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,36,0 g,1.3 g,5.8 g,0 g
"Lamb leg
Domestic, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,57,0 g,3.8 g,5.3 g,0 g
"Lamb leg
Domestic, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,428,0 g,15.9 g,67.0 g,0 g
